date,campaign_id,advertiser_id,impressions,clicks,conversions,spend
2024-04-18,4,2,3603,83,3,60.82
2024-04-19,4,2,3248,64,2,55.63
2024-04-20,4,2,3121,53,2,47.7
2024-04-21,4,2,2890,64,2,44.25
2024-04-22,4,2,2948,61,2,58.14
2024-04-23,4,2,3421,84,2,66.04
2024-04-24,4,2,3153,82,2,62.09
2024-04-25,4,2,5022,84,4,64.27
2024-04-26,4,2,5213,65,3,69.48
2024-04-27,4,2,4076,78,3,49.62
2024-04-28,4,2,4597,59,1,44.4
2024-04-29,4,2,3562,68,2,68.06
2024-04-30,4,2,3775,53,1,49.15
2024-05-01,4,2,4453,68,3,56.84
2024-05-02,4,2,2763,60,2,56.69
2024-05-03,4,2,4136,57,1,64.78
2024-05-04,4,2,2461,42,2,46.34
2024-05-05,4,2,3879,56,2,43.35
2024-05-06,4,2,2658,63,2,54.94
2024-05-07,4,2,6344,102,2,71.58
2024-05-08,4,2,3557,65,3,62.48
2024-05-09,4,2,3974,64,3,56.47
2024-05-10,4,2,5019,71,2,65.92
2024-05-11,4,2,2620,48,2,39.66
2024-05-12,4,2,2329,60,1,38.99
2024-05-13,4,2,4231,80,3,68.78
2024-05-14,4,2,3958,65,3,59.73
2024-05-15,4,2,4451,72,3,67.01
2024-05-16,4,2,4625,66,3,53.89
2024-05-17,4,2,4188,72,3,63.34
2024-05-18,4,2,4470,70,3,56.86
2024-05-19,4,2,2100,35,1,30.63
2024-05-20,4,2,6775,78,2,67.16
2024-05-21,4,2,2418,46,1,41.43
2024-05-22,4,2,6749,98,4,67.64
2024-05-23,4,2,4320,69,2,58.38
2024-05-24,4,2,4190,80,3,60.94
2024-05-25,4,2,4648,58,3,44.51
2024-05-26,4,2,2878,41,1,47.18
2024-05-27,4,2,3956,64,2,63.11
2024-05-28,4,2,4252,90,4,73.51
2024-05-29,4,2,4641,77,3,64.09
2024-05-30,4,2,5165,95,3,71.11
2024-05-31,4,2,6122,67,4,56.85
2024-06-01,4,2,2026,45,1,38.54
2024-06-02,4,2,2760,41,0,32.61
2024-06-03,4,2,3436,76,2,67.11
2024-06-04,4,2,3676,65,3,52.53
2024-06-05,4,2,3948,75,4,76.14
2024-06-06,4,2,5032,69,3,60.21
2024-06-07,4,2,3551,61,2,66.04
2024-06-08,4,2,3904,59,3,46.83
2024-06-09,4,2,2885,59,3,40.24
2024-06-10,4,2,4101,78,2,62.12
2024-06-11,4,2,3021,61,3,59.62
2024-06-12,4,2,3734,71,2,56.0
2024-06-13,4,2,4402,70,3,71.1
2024-06-14,4,2,3432,71,3,77.69
2024-06-15,4,2,2299,46,1,41.36
2024-06-16,4,2,5279,62,1,42.87
2024-06-17,4,2,4982,81,3,71.1
2024-06-18,4,2,6224,82,4,68.27
2024-06-19,4,2,3711,78,2,69.13
2024-06-20,4,2,4292,91,4,76.55
2024-06-21,4,2,3337,64,2,58.58
2024-06-22,4,2,2580,54,2,46.11
2024-06-23,4,2,3589,71,3,46.89
2024-06-24,4,2,7704,86,3,85.84
2024-06-25,4,2,4587,88,4,82.03
2024-06-26,4,2,3977,68,3,62.45
2024-06-27,4,2,4461,101,4,74.33
2024-06-28,4,2,5050,104,6,69.84
2024-06-29,4,2,3263,62,3,44.27
2024-06-30,4,2,3360,55,1,39.04
2024-07-01,4,2,5218,105,5,61.39
2024-07-02,4,2,2161,52,1,54.28
2024-07-03,4,2,5361,100,3,77.85
2024-07-04,4,2,5743,106,3,86.58
2024-07-05,4,2,3183,76,4,83.82
2024-07-06,4,2,2559,46,2,44.16
2024-07-07,4,2,3269,70,3,54.22
2024-07-08,4,2,2918,48,1,45.94
2024-07-09,4,2,3750,74,2,61.99
2024-07-10,4,2,3076,76,2,70.65
2024-07-11,4,2,3388,75,3,66.29
2024-07-18,5,2,22835,308,15,185.99
2024-07-19,5,2,11987,193,10,135.29
2024-07-20,5,2,4604,100,4,87.66
2024-07-21,5,2,6933,120,7,108.63
2024-07-22,5,2,8964,168,6,141.83
2024-07-23,5,2,6073,129,6,107.44
2024-07-24,5,2,12407,241,9,171.17
2024-07-25,5,2,13669,198,6,171.42
2024-07-26,5,2,13889,208,7,171.72
2024-07-27,5,2,6519,105,4,110.58
2024-07-28,5,2,14072,164,5,116.35
2024-07-29,5,2,9596,197,9,170.4
2024-07-30,5,2,9960,211,7,163.58
2024-07-31,5,2,11817,156,11,143.9
2024-08-01,5,2,12392,187,7,167.88
2024-08-02,5,2,9961,202,8,158.02
2024-08-03,5,2,6435,109,5,130.21
2024-08-04,5,2,6326,112,3,121.52
2024-08-05,5,2,10252,168,11,141.91
2024-08-06,5,2,18262,282,12,203.2
2024-08-07,5,2,14550,228,10,196.01
2024-08-08,5,2,10810,167,6,155.45
2024-08-09,5,2,19931,255,11,191.87
2024-08-10,5,2,6373,122,5,112.25
2024-08-11,5,2,8415,154,8,116.65
2024-08-12,5,2,8050,175,8,149.42
2024-08-13,5,2,22087,252,11,196.07
2024-08-14,5,2,7720,172,8,177.09
2024-08-15,5,2,16457,224,10,185.58
2024-08-16,5,2,9665,203,8,190.31
2024-08-17,5,2,7796,125,4,114.83
2024-08-18,5,2,7464,129,4,123.04
2024-08-19,5,2,9524,178,8,155.92
2024-08-20,5,2,11237,213,9,182.0
2024-08-21,5,2,13775,189,7,195.2
2024-08-22,5,2,8628,211,10,172.49
2024-08-23,5,2,8800,167,8,155.45
2024-08-24,5,2,9641,163,3,145.9
2024-08-25,5,2,6507,115,2,117.69
2024-08-26,5,2,8314,166,5,162.53
2024-08-27,5,2,12936,202,4,161.39
2024-08-28,5,2,14919,187,11,189.28
2024-08-29,5,2,9373,170,7,171.51
2024-08-30,5,2,10851,242,7,181.69
2024-08-31,5,2,7731,125,6,115.33
2024-09-01,5,2,13055,144,6,141.39
2024-09-02,5,2,13928,287,15,196.28
2024-09-03,5,2,8218,156,8,149.52
2024-09-04,5,2,15005,178,3,154.92
2024-09-05,5,2,9518,180,7,178.47
2024-09-06,5,2,13661,235,11,171.81
2024-09-07,5,2,6522,122,5,116.06
2024-09-08,5,2,8491,173,7,135.72
2024-09-09,5,2,16234,239,11,183.75
2024-09-10,5,2,13751,168,9,136.82
2024-09-11,5,2,13765,269,14,199.4
2024-09-12,5,2,10850,224,8,196.55
2024-09-13,5,2,14715,226,10,179.38
2024-09-14,5,2,6805,129,6,128.9
2024-09-15,5,2,9752,112,4,133.63
2024-09-16,5,2,12270,260,12,209.95
2024-09-17,5,2,14108,316,20,223.8
2024-09-18,5,2,11360,165,7,157.14
2024-09-19,5,2,16336,319,14,173.67
2024-09-20,5,2,8648,227,10,211.3
2024-09-21,5,2,9075,149,3,123.44
2024-09-22,5,2,10546,207,6,121.89
2024-09-23,5,2,12165,210,9,160.9
2024-09-24,5,2,13280,262,19,204.0
2024-09-25,5,2,15004,228,9,188.95
2024-09-26,5,2,9905,182,3,161.78
2024-09-27,5,2,11048,183,6,180.89
2024-09-28,5,2,8145,171,7,105.42
2024-09-29,5,2,6192,132,5,138.2
2024-09-30,5,2,15533,240,11,185.25
2024-10-01,5,2,19455,288,11,164.14
2024-10-02,5,2,13808,274,11,215.95
2024-10-03,5,2,9444,210,5,209.79
2024-10-04,5,2,10220,198,10,187.68
2024-10-05,5,2,14297,170,6,128.48
2024-10-06,5,2,19550,214,11,168.83
2024-10-07,5,2,10103,199,10,202.81
2024-10-08,5,2,20339,297,9,224.87
2024-10-09,5,2,8642,172,8,178.57
2025-01-23,6,3,14220,162,9,123.67
2025-01-24,6,3,13773,199,12,189.0
2025-01-25,6,3,10600,154,6,107.49
2025-01-26,6,3,10376,134,7,111.92
2025-01-27,6,3,9410,207,6,157.6
2025-01-28,6,3,5159,128,5,129.59
2025-01-29,6,3,12652,228,9,160.75
2025-01-30,6,3,12600,177,7,160.23
2025-01-31,6,3,8944,158,7,127.55
2025-02-01,6,3,9713,121,3,116.91
2025-02-02,6,3,10986,205,6,121.28
2025-02-03,6,3,12840,221,12,195.55
2025-02-04,6,3,14414,194,6,144.01
2025-02-05,6,3,8480,182,4,166.86
2025-02-06,6,3,13266,229,16,162.79
2025-02-07,6,3,7103,178,10,172.63
2025-02-08,6,3,8942,160,6,110.17
2025-02-09,6,3,5697,108,7,95.45
2025-02-10,6,3,11599,181,9,161.19
2025-02-11,6,3,13202,237,11,166.55
2025-02-12,6,3,13842,177,6,174.84
2025-02-13,6,3,12774,241,4,183.29
2025-02-14,6,3,12422,277,11,226.46
2025-02-15,6,3,5406,120,5,125.14
2025-02-20,7,3,3030,80,3,78.53
2025-02-21,7,3,5600,120,6,98.9
2025-02-22,7,3,3164,70,2,53.15
2025-02-23,7,3,4044,65,3,50.06
2025-02-24,7,3,4662,91,3,85.87
2025-02-25,7,3,4327,87,4,87.93
2025-02-26,7,3,5582,84,3,73.91
2025-02-27,7,3,5891,102,3,65.59
2025-02-28,7,3,5466,99,5,82.97
2025-03-01,7,3,2797,65,2,53.99
2025-03-02,7,3,3731,65,2,56.12
2025-03-03,7,3,4540,96,3,72.8
2025-03-04,7,3,5059,86,4,81.43
2025-03-05,7,3,4430,81,3,67.84
2025-03-06,7,3,4422,66,3,66.93
2025-03-07,7,3,3285,85,2,83.84
2025-03-08,7,3,4350,61,3,53.9
2025-03-09,7,3,3713,70,4,64.56
2025-03-10,7,3,5475,84,4,72.82
2025-03-11,7,3,4061,78,2,66.15
2025-03-12,7,3,4291,92,3,78.68
2025-03-13,7,3,4524,77,2,76.54
2025-03-14,7,3,5438,118,4,93.08
2025-03-15,7,3,3491,60,3,58.58
2025-03-16,7,3,2241,53,1,59.44
2025-03-17,7,3,6581,123,5,91.79
2025-03-18,7,3,4057,76,3,75.67
2025-03-19,7,3,4828,94,4,82.33
2025-03-20,7,3,5230,67,2,57.54
2025-03-21,7,3,4811,108,4,72.69
2025-03-22,7,3,3780,63,4,58.1
2025-03-23,7,3,3070,66,4,59.18
2025-03-24,7,3,4427,100,5,80.36
2025-03-25,7,3,6236,147,5,99.89
2025-03-26,7,3,7346,109,3,90.78
2025-03-27,7,3,6475,81,2,70.37
2025-03-28,7,3,8123,169,3,86.93
2025-03-29,7,3,3611,72,3,61.7
2025-03-30,7,3,4037,88,3,77.58
2025-03-31,7,3,5074,87,4,91.35
2025-04-01,7,3,13015,133,6,100.94
2025-04-02,7,3,7299,149,7,101.32
2025-04-03,7,3,5429,90,3,66.05
2025-04-04,7,3,4580,110,4,82.97
2024-05-04,8,4,301,6,0,5.12
2024-05-05,8,4,448,7,0,5.46
2024-05-06,8,4,566,11,0,8.4
2024-05-07,8,4,750,10,0,8.4
2024-05-08,8,4,344,7,0,6.96
2024-05-09,8,4,625,12,0,7.86
2024-05-10,8,4,441,8,0,7.07
2024-05-11,8,4,497,8,0,5.67
2024-05-12,8,4,309,8,0,6.26
2024-05-13,8,4,520,9,0,7.63
2024-05-14,8,4,495,9,0,8.64
2024-05-15,8,4,778,12,0,7.8
2024-05-16,8,4,450,9,0,8.39
2024-05-17,8,4,452,8,0,8.28
2024-05-18,8,4,217,5,0,5.09
2024-05-19,8,4,445,8,0,5.92
2024-05-20,8,4,493,10,0,8.91
2024-05-21,8,4,507,10,0,7.62
2024-05-22,8,4,613,11,0,8.18
2024-05-23,8,4,523,8,0,7.55
2024-05-24,8,4,529,10,0,7.02
2024-05-25,8,4,269,6,0,5.9
2024-05-26,8,4,391,9,0,6.13
2024-05-27,8,4,719,9,0,7.7
2024-05-28,8,4,802,10,0,8.65
2024-05-29,8,4,463,7,0,9.0
2024-05-30,8,4,476,11,0,9.25
2024-05-31,8,4,975,19,0,8.11
2024-06-01,8,4,419,7,0,5.52
2024-06-02,8,4,266,6,0,5.93
2024-06-03,8,4,368,8,0,8.04
2024-06-04,8,4,434,8,0,7.57
2024-06-05,8,4,585,12,0,7.97
2024-06-06,8,4,699,10,0,7.83
2024-06-07,8,4,585,10,0,9.85
2024-06-08,8,4,331,7,0,5.23
2024-06-09,8,4,344,8,0,5.67
2024-06-10,8,4,367,9,0,8.02
2024-06-11,8,4,548,11,0,9.16
2024-06-12,8,4,325,7,0,7.02
2024-06-13,8,4,1135,11,0,8.73
2024-06-14,8,4,477,10,0,9.84
2024-06-15,8,4,424,7,0,6.86
2024-06-16,8,4,450,6,0,5.69
2024-06-17,8,4,493,10,0,9.87
2024-06-18,8,4,356,7,0,6.26
2024-06-19,8,4,393,7,0,8.04
2024-06-20,8,4,695,13,0,9.63
2024-06-21,8,4,699,12,0,10.75
2024-06-22,8,4,416,6,0,6.33
2024-06-23,8,4,361,7,0,5.34
2024-06-24,8,4,363,8,0,8.18
2024-06-25,8,4,764,11,0,8.96
2024-06-26,8,4,670,15,0,10.24
2024-06-27,8,4,581,9,0,8.19
2024-06-28,8,4,851,14,0,10.88
2024-06-29,8,4,304,7,0,6.63
2024-06-30,8,4,213,5,0,5.35
2024-07-01,8,4,680,11,0,8.67
2024-07-02,8,4,341,8,0,7.57
2024-07-03,8,4,499,7,0,8.33
2024-07-04,8,4,854,10,0,8.14
2024-07-05,8,4,764,14,0,10.09
2024-07-06,8,4,374,7,0,6.25
2024-07-07,8,4,314,7,0,7.46
2024-07-08,8,4,343,7,0,7.38
2024-07-09,8,4,416,10,0,8.89
2024-07-10,8,4,385,7,0,8.19
2024-07-11,8,4,738,13,0,8.79
2024-07-12,8,4,604,9,0,8.75
2024-07-13,8,4,572,7,0,6.63
2024-07-14,8,4,498,9,0,7.69
2024-07-15,8,4,478,10,0,10.95
2024-07-16,8,4,645,10,0,9.63
2024-07-17,8,4,545,13,0,11.14
2024-07-18,8,4,771,10,0,9.72
2024-07-19,8,4,592,11,0,10.86
2024-07-20,8,4,431,8,0,6.33
2024-07-21,8,4,239,5,0,5.15
2024-07-22,8,4,427,11,0,10.57
2024-07-23,8,4,1148,14,0,10.28
2024-07-24,8,4,675,11,0,9.97
2024-07-25,8,4,479,10,0,8.61
2024-07-26,8,4,493,12,0,9.68
2024-07-27,8,4,350,7,0,6.0
2024-07-28,8,4,451,7,0,6.67
2024-07-29,8,4,599,11,0,8.31
2024-07-30,8,4,321,7,0,7.03
2024-07-31,8,4,576,8,0,8.72
2024-08-01,8,4,549,12,0,10.3
2024-08-02,8,4,461,9,0,7.92
2024-08-03,8,4,421,7,0,6.77
2024-08-04,8,4,415,6,0,5.76
2024-08-05,8,4,434,8,0,8.37
2024-08-06,8,4,658,10,0,9.26
2024-08-07,8,4,1085,14,0,9.72
2024-08-08,8,4,781,12,0,9.44
2024-08-09,8,4,955,10,0,9.76
2024-08-10,8,4,638,14,0,7.79
2024-08-11,8,4,415,9,0,6.72
2024-08-12,8,4,476,9,0,10.32
2024-08-13,8,4,613,12,0,9.3
2024-08-14,8,4,741,13,0,9.16
2024-08-15,8,4,392,598,0,6.59
2024-08-16,8,4,853,12,0,12.12
2024-08-17,8,4,466,9,0,7.8
2024-08-18,8,4,350,6,0,5.1
2024-08-19,8,4,678,12,0,10.19
2024-08-20,8,4,705,12,0,9.59
2024-09-11,9,4,267,5,0,4.3
2024-09-12,9,4,295,5,0,3.97
2024-09-13,9,4,296,4,0,3.55
2024-09-14,9,4,123,3,0,2.77
2024-09-15,9,4,173,3,0,3.28
2024-09-16,9,4,173,4,0,4.22
2024-09-17,9,4,288,4,0,4.47
2024-09-18,9,4,259,4,0,4.63
2024-09-19,9,4,259,5,0,4.19
2024-09-20,9,4,192,4,0,4.39
2024-09-21,9,4,169,3,0,3.51
2024-09-22,9,4,127,2,0,2.53
2024-09-23,9,4,189,4,0,3.76
2024-09-24,9,4,212,4,0,3.46
2024-09-25,9,4,227,5,0,4.73
2024-09-26,9,4,326,6,0,4.62
2024-09-27,9,4,199,3,0,3.45
2024-09-28,9,4,159,2,0,2.55
2024-09-29,9,4,145,3,0,3.27
2024-09-30,9,4,183,3,0,3.71
2024-10-01,9,4,249,4,0,4.02
2024-10-02,9,4,146,3,0,3.57
2024-10-03,9,4,258,4,0,3.97
2024-10-04,9,4,310,6,0,4.8
2024-10-05,9,4,134,3,0,2.9
2024-10-06,9,4,146,2,0,2.3
2024-10-07,9,4,228,5,0,4.91
2024-10-08,9,4,209,5,0,4.73
2024-10-09,9,4,457,6,0,5.14
2024-10-10,9,4,289,5,0,4.61
2024-10-11,9,4,181,4,0,3.5
2024-10-12,9,4,168,3,0,3.21
2024-10-13,9,4,149,3,0,3.39
2024-10-14,9,4,272,6,0,4.28
2024-10-15,9,4,154,3,0,3.61
2024-10-16,9,4,241,4,0,3.67
2024-10-17,9,4,251,5,0,4.79
2024-10-18,9,4,345,5,0,4.74
2024-10-19,9,4,249,3,0,2.6
2024-10-20,9,4,255,3,0,3.06
2024-10-21,9,4,187,4,0,3.9
2024-10-22,9,4,204,4,0,4.5
2024-10-23,9,4,270,4,0,4.25
2024-10-24,9,4,224,5,0,4.49
2024-10-25,9,4,259,5,0,4.25
2024-10-26,9,4,191,3,0,2.79
2024-10-27,9,4,168,2,0,2.4
2024-10-28,9,4,278,4,0,4.05
2024-10-29,9,4,218,5,0,4.17
2024-10-30,9,4,188,4,0,4.18
2024-10-31,9,4,174,4,0,3.38
2024-11-01,9,4,579,8,0,6.1
2024-11-02,9,4,200,3,0,3.43
2024-11-03,9,4,291,4,0,3.2
2024-11-04,9,4,226,5,0,6.35
2024-11-05,9,4,223,5,0,5.67
2024-11-06,9,4,248,6,0,5.13
2024-11-07,9,4,303,5,0,3.6
2024-11-08,9,4,310,5,0,5.8
2024-11-09,9,4,211,4,0,3.93
2024-11-10,9,4,221,3,0,4.01
2024-11-11,9,4,270,4,0,4.51
2024-11-12,9,4,339,5,0,5.09
2024-11-13,9,4,361,7,0,6.36
2024-11-14,9,4,358,6,0,6.1
2024-11-15,9,4,271,5,0,5.67
2024-11-16,9,4,201,4,0,4.42
2024-11-17,9,4,299,5,0,3.88
2024-11-18,9,4,306,7,0,6.3
2024-11-19,9,4,518,8,0,5.99
2024-11-20,9,4,447,7,0,6.71
2024-11-21,9,4,252,6,0,6.06
2024-11-22,9,4,320,8,0,6.08
2024-11-23,9,4,378,6,0,4.86
2024-11-24,9,4,331,6,0,5.5
2024-11-25,9,4,329,6,0,5.66
2024-11-26,9,4,644,8,0,7.04
2024-11-27,9,4,530,8,0,6.35
2024-11-28,9,4,345,8,0,7.07
2024-12-22,10,4,917,19,0,15.1
2024-12-23,10,4,1656,26,1,22.79
2024-12-24,10,4,1809,28,0,24.81
2024-12-25,10,4,1219,25,0,22.25
2024-12-26,10,4,937,18,0,18.05
2024-12-27,10,4,1159,25,1,18.61
2024-12-28,10,4,1022,18,0,12.74
2024-12-29,10,4,1164,19,0,13.23
2024-12-30,10,4,1123,20,1,18.35
2024-12-31,10,4,745,19,0,16.97
2025-01-01,10,4,852,18,0,17.24
2025-01-02,10,4,837,17,0,16.78
2025-01-03,10,4,1115,19,0,12.51
2025-01-04,10,4,555,9,0,9.51
2025-01-05,10,4,849,16,1,9.87
2025-01-06,10,4,1201,25,0,15.68
2025-01-07,10,4,867,16,0,13.53
2025-01-08,10,4,759,16,0,15.31
2025-01-09,10,4,1161,20,1,19.5
2025-01-10,10,4,965,18,0,16.77
2025-01-11,10,4,593,11,0,9.7
2025-01-12,10,4,853,10,0,11.64
2025-01-13,10,4,1033,17,0,15.82
2025-01-14,10,4,1516,19,0,16.22
2025-01-15,10,4,1240,14,0,13.27
2025-01-16,10,4,1763,18,0,16.84
2025-01-17,10,4,1629,23,0,18.25
2025-01-18,10,4,623,14,0,11.08
2025-01-19,10,4,759,15,0,10.44
2025-01-20,10,4,1283,25,1,14.57
2025-01-21,10,4,837,15,0,16.77
2025-01-22,10,4,915,17,0,13.92
2025-01-23,10,4,1198,21,0,19.51
2025-01-24,10,4,1179,22,1,16.7
2025-01-25,10,4,1381,14,0,10.98
2025-01-26,10,4,1050,13,0,11.84
2025-01-27,10,4,1272,18,0,15.34
2025-01-28,10,4,1034,18,0,18.53
2025-01-29,10,4,1388,19,0,15.56
2025-01-30,10,4,886,16,0,16.61
2025-01-31,10,4,872,20,1,17.03
2025-02-01,10,4,675,17,0,13.38
2025-02-02,10,4,1004,17,0,13.62
2025-02-03,10,4,932,16,0,16.7
2025-02-04,10,4,1031,21,0,17.86
2025-02-20,11,4,3966,81,2,41.66
2025-02-21,11,4,1579,37,1,31.66
2025-02-22,11,4,1619,37,1,26.22
2025-02-23,11,4,1238,28,1,22.89
2025-02-24,11,4,3111,48,1,34.4
2025-02-25,11,4,1367,23,0,23.88
2025-02-26,11,4,3205,48,2,38.63
2025-02-27,11,4,1861,31,1,28.33
2025-02-28,11,4,1967,36,1,30.49
2025-03-01,11,4,1499,26,1,21.88
2025-03-02,11,4,1144,21,0,21.04
2025-03-03,11,4,3401,40,1,34.32
2025-03-04,11,4,1692,29,1,28.96
2025-03-05,11,4,1565,35,1,30.54
2025-03-06,11,4,1577,32,1,30.74
2025-03-07,11,4,1565,32,1,25.23
2025-03-08,11,4,2716,30,1,23.04
2025-03-09,11,4,2379,45,1,24.97
2025-03-10,11,4,2128,37,1,35.67
2025-03-11,11,4,1824,44,1,30.07
2025-03-12,11,4,2664,53,1,39.6
2025-03-13,11,4,2548,43,2,35.47
2025-03-14,11,4,2266,47,1,31.53
2025-03-15,11,4,1501,25,1,24.72
2025-03-16,11,4,1388,32,1,24.65
2025-03-17,11,4,1883,38,2,32.02
2025-03-18,11,4,2530,43,1,37.82
